index,브랜드코드,브랜드명,점포번호,점포명,사업자번호,MENU_CD,MENU_FULL_NM,MENU_NM,판매가격,label
351,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000023,이천쌀라떼(only hot),이천쌀라떼(only hot),"3,800",이천쌀라떼
352,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000024,초코버블라떼(only ice),초코버블라떼(only ice),"4,000",초코버블라떼
353,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000025,그린티버블라떼(only ice),그린티버블라떼(only ice),"4,000",그린티버블라떼
354,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000026,쿠앤크버블라떼(only ice),쿠앤크버블라떼(only ice),"4,000",쿠앤크버블라떼
355,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000027,딸기버블라떼(only ice),딸기버블라떼(only ice),"4,000",딸기버블라떼
356,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000028,흑당버블라떼(only ice),흑당버블라떼(only ice),"4,000",흑당버블라떼
357,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000384,오곡라떼,오곡라떼,"3,800",오곡라떼
358,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000029,커피 프라페,커피 프라페,"4,500",커피 프라페
359,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000030,헤이즐넛  프라페,헤이즐넛  프라페,"4,500",헤이즐넛 프라페
360,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000031,녹차 프라페,녹차 프라페,"4,500",녹차 프라페
361,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000032,민트초코칩 프라페,민트초코칩 프라페,"4,800",민트초코칩 프라페
362,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000033,자바칩 프라페,자바칩 프라페,"4,800",자바칩 프라페
363,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000034,쿠앤크 프라페,쿠앤크 프라페,"5,000",쿠앤크 프라페
364,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000035,이천쌀 프라페,이천쌀 프라페,"4,800",이천쌀 프라페
365,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000036,플레인 요거트 스무디,플레인 요거트 스무디,"3,800",플레인 요거트 스무디
366,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000037,딸기 요거트 스무디,딸기 요거트 스무디,"3,800",딸기 요거트 스무디
367,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000038,망고 요거트 스무디,망고 요거트 스무디,"3,800",망고 요거트 스무디
368,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000039,자두 요거트 스무디,자두 요거트 스무디,"3,800",자두 요거트 스무디
369,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000040,큐브수박스무디(계절),큐브수박스무디(계절),"4,500",큐브 수박 스무디
370,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000041,큐브망고스무디(계절),큐브망고스무디(계절),"4,500",큐브 망고 스무디
371,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000042,인절미 빙수치노,인절미 빙수치노,"5,000",인절미 빙수치노
372,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000043,딸기 빙수치노,딸기 빙수치노,"5,000",딸기 빙수치노
373,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000044,흑임자 빙수치노,흑임자 빙수치노,"5,000",흑임자 빙수치노
374,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000045,바닐라 코코팝,바닐라 코코팝,"4,000",바닐라 코코팝
375,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000046,딸기 코코팝,딸기 코코팝,"4,000",딸기 코코팝
376,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000047,쿠앤크 코코팝,쿠앤크 코코팝,"4,000",쿠앤크 코코팝
377,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000048,밀크 쉐이크,밀크 쉐이크,"4,200",밀크 쉐이크
378,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000049,딸기오레오 쉐이크,딸기오레오 쉐이크,"4,200",딸기오레오 쉐이크
379,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000050,오레오 쉐이크,오레오 쉐이크,"4,200",오레오 쉐이크
380,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000051,녹차오레오 쉐이크,녹차오레오 쉐이크,"4,200",녹차오레오 쉐이크
381,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000052,꿀고구마아메세트,꿀고구마아메세트,"3,500",고구마+아메리카노
382,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000053,꿀고구마라떼세트,꿀고구마라떼세트,"4,500",고구마+카페라떼
383,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000054,꿀고구마단짝아메세트,꿀고구마단짝아메세트,"8,500",?
384,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000055,딸기주스,딸기주스,"4,200",딸기 주스
385,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000056,바나나주스,바나나주스,"4,200",바나나 주스
386,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000057,딸기바나나주스,딸기바나나주스,"4,200",딸기 바나나 주스
387,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000058,키위주스,키위주스,"4,200",키위 주스
388,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000059,토마토주스,토마토주스,"4,200",토마토 주스
389,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000060,오렌지주스,오렌지주스,"4,200",오렌지 주스
390,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000061,블루베리주스,블루베리주스,"4,200",블루베리 주스
391,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000062,망고주스,망고주스,"4,500",망고 주스
392,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000063,핑크레몬 에이드,핑크레몬 에이드,"3,900",핑크 레몬 에이드
393,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000064,블루레몬 에이드,블루레몬 에이드,"3,900",블루 레몬 에이드
394,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000065,청포도 에이드,청포도 에이드,"3,900",청포도 에이드
395,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000066,자몽에이드,자몽에이드,"3,900",자몽 에이드
396,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000067,자두에이드,자두에이드,"3,900",자두 에이드
397,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000068,복숭아 아이스티,복숭아 아이스티,"2,800",복숭아 아이스티
398,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000069,홍차_얼그레이,홍차_얼그레이,"2,800",얼그레이
399,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000070,허브티_캐모마일,허브티_캐모마일,"2,800",캐모마일
400,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000071,허브티_레몬그라스,허브티_레몬그라스,"2,800",레몬그라스
401,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000072,꿀 캐미유자차,꿀 캐미유자차,"3,300",유자차
402,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000073,꿀 레몬그라스차,꿀 레몬그라스차,"3,300",꿀 레몬그라스차
403,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000074,꿀 블랙오미자차,꿀 블랙오미자차,"3,300",꿀 블랙오미자차
404,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000704,1리터 아이스티  (only ice),1리터 아이스티 (only ice),"4,300",아이스티
405,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000075,쿠키 2종,쿠키 2종,"1,500",쿠키
406,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000076,베이글칩 2종 (허니버터 갈릭버터),베이글칩 2종,"2,500",베이글칩
407,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000077,웨하스 2종 (나폴리타너바닐라),웨하스 2종,"1,500",웨하스
408,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000078,스투룹와플,스투룹와플,"1,500",스투룹 와플
409,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000079,앤디스초콜릿 2종,앤디스초콜릿 2종,"2,300",초콜릿
410,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000237,초코칩 머핀,초코칩 머핀,"2,500",초코 머핀
411,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000080,비스킷슈 2종(바닐라초코),비스킷슈 2종,"3,000",비스킷 슈
412,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000081,크림카스테라,크림카스테라,"4,500",카스테라
413,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000082,말렌카케이크 2종(월넛코코아),말렌카케이크 2종,"5,000",캐이크
414,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000083,모카번,모카번,"2,500",모카번
415,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000084,머핀 2종(초코블루베리),머핀 2종,"2,500",머핀
416,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000085,마카롱 5종,마카롱 5종,"2,500",마카롱
417,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000086,크림치즈 프레즐,크림치즈 프레즐,"2,800",프레즐
418,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000087,베이글+크림치즈,베이글+크림치즈,"3,000",베이글
419,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000088,소시지 페스츄리,소시지 페스츄리,"3,500",페스츄리
420,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000089,크로크무슈,크로크무슈,"4,000",크로크무슈
421,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000186,미니 떡볶이,미니 떡볶이,"4,300",떡볶이
422,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000187,치즈미니 떡볶이,치즈미니 떡볶이,"4,800",치즈 떡볶이
423,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000090,꿀고구마,꿀고구마,"2,200",고구마
424,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000091,꿀고구마3개,꿀고구마3개,"6,000",고구마
425,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000092,허니버터 꿀고구마,허니버터 꿀고구마,"3,200",고구마
426,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000093,허니치즈 꿀고구마,허니치즈 꿀고구마,"3,200",고구마
427,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000094,콘마요 꿀고구마,콘마요 꿀고구마,"3,200",고구마
428,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000095,생크림와플,크림듬뿍와플,"2,800",와플
429,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000096,사과잼와플,사과잼와플,"3,500",와플
430,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000097,딸기잼와플,딸기잼와플,"3,500",와플
431,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000098,블루베리잼와플,블루베리잼와플,"3,500",와플
432,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000099,달달고구마와플,달달고구마와플,"3,800",와플
433,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000100,팥이동동 와플,팥이동동 와플,"3,800",와플
434,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000101,누텔라콕콕와플,누텔라콕콕와플,"4,000",와플
435,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000102,블루베리크림치즈와플,블루베리크림치즈와플,"4,000",와플
436,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000103,피넛딸기와플,피넛딸기와플,"4,000",와플
437,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000104,피넛블루베리와플,피넛블루베리와플,"4,000",와플
438,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000105,콘체다와플,콘체다와플,"4,500",와플
439,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000106,시나몬바게트볼,시나몬바게트볼,"5,000",시나몬 바케트 볼
440,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000107,스콘 2종 (건포도호두),스콘 2종 ,"2,500",스콘
441,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000108,잉글리쉬머핀,잉글리쉬머핀,"3,500",머핀
442,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000109,브라우니,브라우니,"3,800",브라우니
443,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000110,아이스크림 브라우니,아이스크림 브라우니,"5,000",브라우니
444,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000111,플레인크로플,플레인크로플,"2,800",크로플
445,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000112,시나몬크로플,시나몬크로플,"3,300",크로플
446,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000113,인절미크로플,인절미크로플,"3,800",크로플
447,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000114,누텔라크로플,누텔라크로플,"3,800",크로플
448,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000115,체다치즈크로플,체다치즈크로플,"3,800",크로플
449,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000116,크림치즈크로플,크림치즈크로플,"4,300",크로플
450,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000223,애플시나몬크로플,애플시나몬크로플,"4,300",크로플
451,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000224,딸기크로플,딸기크로플,"4,300",크로플
452,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000225,블루베리크로플,블루베리크로플,"4,300",크로플
453,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000226,초코크런치크로플,초코크런치크로플,"4,300",크로플
454,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000227,티라미수크로플,티라미수크로플,"4,300",크로플
455,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000228,콘체다크로플,콘체다크로플,"4,300",크로플
456,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000117,젤라소프트,젤라소프트,"3,500",아이스크림
457,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000118,아포가토(Only Iced),아포가토(Only Iced),"4,500",아포카토
458,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000447,플레인 소프트,플레인 소프트,"1,500",아이스크림
459,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000448,콘소프트 ,콘소프트 ,"2,000",아이스크림
460,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000449,망고소프트 ,망고소프트 ,"3,300",아이스크림
461,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000450,초코쿠키소프트,초코쿠키소프트,"3,300",아이스크림
462,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000451,아포가토소프트,아포가토소프트,"3,000",아이스크림
463,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000119,Hot,Hot,0,옵션
464,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000120,Ice,Ice,0,옵션
465,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000121,선택 없음,선택 없음,0,옵션
466,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000122,바닐라시럽 추가,바닐라시럽 추가,500,옵션
467,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000123,샷 추가,샷 추가,500,옵션
468,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000124,휘핑 추가,휘핑 추가,500,옵션
469,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000125,코코넛 젤리 추가,코코넛 젤리 추가,500,옵션
470,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000126,라떼로 변경 1잔,라떼로 변경 1잔,"1,000",옵션
471,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000127,로키로드 쿠키,로키로드,0,쿠키
472,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000128,오트밀레이즌 쿠키,오트밀레이즌,0,쿠키
473,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000129,초콜릿 청크 쿠키,초콜릿 청크,0,쿠키
474,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000130,허니버터 베이글칩,허니버터,0,베이글칩
475,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000131,갈릭버터 베이글칩,갈릭버터,0,베이글칩
476,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000132,나폴리타너 웨하스,나폴리타너,0,웨하스
477,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000133,바닐라 웨하스,바닐라,0,웨하스
478,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000134,민트파르페 앤디스초콜릿,민트파르페,0,초콜릿
479,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000135,크림데민트 앤디스초콜릿,크림데민트,0,초콜릿
480,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000136,바닐라 비스킷슈,바닐라,0,비스킷 슈
481,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000137,초코 비스킷슈,초코,0,비스킷슈
482,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000138,월넛 말렌카케이크,월넛,0,케이크
483,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000139,코코아 말렌카케이크,코코아,0,케이크
484,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000140,초코 머핀,초코,0,머핀
485,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000141,블루베리 머핀,블루베리,0,머핀
486,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000142,말차초코 마카롱,말차초코,0,마카롱
487,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000143,핑크딸기 마카롱,핑크딸기,0,마카롱
488,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000144,황치즈 마카롱,황치즈,0,마카롱
489,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000145,얼그레이 마카롱,얼그레이,0,마카롱
490,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000146,초코라떼 마카롱,초코라떼,0,마카롱
491,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000147,플레인 베이글,플레인,0,베이글
492,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000148,어니언 베이글,어니언,0,베이글
493,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000149,블루베리 베이글,블루베리,0,베이글
494,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000150,건포도 스콘,건포도,0,스콘
495,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000151,호두 스콘,호두,0,스콘
496,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000152,바닐라 젤라소프트,바닐라,0,아이스크림
497,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000153,바닐라&초코 젤라소프트,바닐라&초코,0,아이스크림
498,coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000154,망고 젤라소프트,망고,0,아이스크림
